paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
1,38,"Ngày xưa, có một người tên là Trương Ba, người còn trẻ tuổi nhưng đánh cờ tướng rất cao. Nước cờ của anh chàng không mấy ai trong thiên hạ địch nổi. Bao nhiêu giải cờ trong những ngày hội hè mùa xuân đều về tay anh.","Once upon a time, a young scholar named Truong Ba sat under a banyan tree. He wore traditional robes and focused intensely on a wooden chessboard. A crowd of villagers stood around clapping, while Truong Ba held a prize banner.","Traditional Vietnamese painting style, a young scholar named Truong Ba in a blue robe sitting under a banyan tree playing chess, a crowd of villagers clapping in admiration, a prize banner nearby, 8k resolution.",Truong Ba,Playing chess,Under a banyan tree
2,38,"Tiếng đồn vang khắp nước, sang tận nước Trung Quốc. Buổi ấy ở Trung Quốc có ông Kỵ Như cũng nổi tiếng cao cờ. Khi nghe tiếng Trương Ba, Kỵ Như liền xách khăn gói sang nước Nam tìm đến tận nhà Trương Ba tỉ thí.","A man named Ky Nhu, wearing Chinese silk robes, entered Truong Ba's house carrying a travel bag. He pointed a finger at the chessboard on the table, challenging Truong Ba.","Traditional Vietnamese painting style, Ky Nhu in Chinese silk robes entering a Vietnamese house with a travel bag, pointing confidently at a chessboard to challenge Truong Ba, professional artwork.",Ky Nhu,Challenging,Truong Ba
3,38,"Hai người đo tài với nhau hai ván liền không phân thắng thua. Nhưng đến ván thứ ba, Trương Ba dồn Kỵ Như vào thế bí. Thấy đối phương vò đầu suy nghĩ, Trương Ba kiêu hãnh bảo: “Nước cờ này dù có Đế Thích xuống đây cũng đừng hòng gỡ nổi"".","Truong Ba and Ky Nhu sat opposite each other. On the board, Truong Ba's pieces surrounded the opponent's general. Ky Nhu held his head with both hands. Truong Ba puffed out his chest, pointing a finger at the sky.","Traditional Vietnamese painting style, Truong Ba and Ky Nhu playing chess, Ky Nhu holding his head in distress, Truong Ba pointing arrogantly at the sky, close-up on the chessboard, masterpiece quality.",Truong Ba,Boasting,To the sky
4,38,"Bấy giờ Đế Thích là thần cờ đang ngồi trên thiên đình, bỗng nghe câu nói hỗn xược của Trương Ba xúc phạm đến mình, liền cưỡi mây xuống trần định cho y biết tay.","High in the clouds, a Deity (De Thich) with a long white beard and white robes looked down. He furrowed his brows, holding a wooden staff, and descended towards the earth on a cloud.","Traditional Vietnamese painting style, a Deity with a white beard and robes sitting on a cloud in the sky, looking down with a frown, holding a staff, divine atmosphere, 8k resolution.",De Thich,Descending,From the clouds
5,38,"Trương Ba và Kỵ Như đang đánh, chợt có một ông cụ già đến ngồi cạnh bàn cờ, ông cụ thủng thỉnh mách cho Kỵ Như mấy nước. Phút chốc Kỵ Như chuyển bại thành thắng.","Beside the chess table, an old man with a white beard appeared. The old man pointed a finger at a specific spot on the board. Ky Nhu moved his piece to that spot, capturing Truong Ba's pieces.","Traditional Vietnamese painting style, an old man with a white beard pointing at a chess piece on the board, Ky Nhu moving the piece with a surprised look, Truong Ba looking confused, professional artwork.",Old man,Advising,Ky Nhu
6,38,"Trương Ba cau có, trong bụng tức giận ông già ở đâu đến làm cho mình lâm vào thế bí. Nhưng nhìn thấy ông cụ râu tóc trắng xóa, mặt mũi không có vẻ là người trần, chàng chợt hiểu, liền sụp lạy nói rằng: - Ngài hẳn là thần Đế Thích đây rồi, tôi là người trần mắt thịt không biết, xin thứ lỗi.","Truong Ba slammed his hand on the table, his face red. Then, seeing the old man's glowing white hair, Truong Ba widened his eyes. He knelt down on the floor, bowing his head low to the ground.","Traditional Vietnamese painting style, Truong Ba kneeling on the floor and bowing respectfully to the old man with glowing white hair, expression of awe and regret, masterpiece quality.",Truong Ba,Bowing,To De Thich
7,38,"Đế Thích cười bảo: - Ta nghe nhà ngươi tự phụ là cao cờ nên xuống xem cho biết. Trương Ba liền giữ Đế Thích lại mua rượu, giết gà khoản đãi rất chu tất.","The old Deity smiled, stroking his beard. Later, they sat at a dining table filled with boiled chicken and wine jars. Truong Ba poured wine for the Deity with both hands.","Traditional Vietnamese painting style, De Thich and Truong Ba sitting at a table with boiled chicken and wine, Truong Ba pouring wine respectfully, warm and friendly atmosphere, 8k resolution.",Truong Ba,Hosting,De Thich
8,38,"Đế Thích tuy mới gặp cũng rất yêu mến Trương Ba. Thấy anh chàng khẩn khoản muốn học nước cờ của mình. Đế Thích bảo: - Ta thấy nhà ngươi có bụng chân thành. Vậy ta cho một nén hương này, mỗi lần cần đến ta thì thắp lên một cây, ta sẽ xuống. Nói đoạn, cưỡi mây bay về trời.","The Deity handed three sticks of incense to Truong Ba. Then, the Deity floated upwards on a cloud, disappearing into the sky while Truong Ba waved goodbye from the ground.","Traditional Vietnamese painting style, De Thich handing incense sticks to Truong Ba, then ascending on a cloud, Truong Ba waving goodbye from below, magical elements, professional artwork.",De Thich,Giving incense,To Truong Ba
9,38,"Từ đó, Trương Ba thỉnh thoảng lại dọn cỗ mời Đế thích xuống chơi. Hai bên rất tương đắc. Nhưng một hôm, Trương Ba bị cái chết mang đi một cách đột ngột.","Time passed. One day, inside the house, Truong Ba lay motionless on a bed, his eyes closed, his face pale. His wife sat beside him, wiping tears from her eyes.","Traditional Vietnamese painting style, Truong Ba lying motionless on a bed, his wife crying beside him, somber and tragic atmosphere, interior of a traditional house, masterpiece quality.",Truong Ba,Dying,Suddenly
10,38,"Sau khi chôn cất người chồng, người vợ dọn dẹp nhà cửa. Thấy có nén nhang giắt ở mái nhà, chị ta vô tình lấy xuống đốt lên cắm trước bàn thờ chồng","A month later. The wife, wearing a white mourning headband, cleaned the house. She took the three incense sticks from the roof thatch, lit them, and placed them in a bowl on the altar.","Traditional Vietnamese painting style, a woman in white mourning clothes lighting three incense sticks at an ancestral altar, smoke rising, detailed altar objects, 8k resolution.",The wife,Lighting,Incense sticks
11,38,"Ở thiên đình, thần Đế Thích nhận được tin bằng mùi hương liền xuống. Thấy vắng mặt Trương Ba, Đế Thích ngạc nhiên: - Trương Ba đâu?","The old Deity appeared in the room amidst smoke. He looked around the empty house, raising his eyebrows high, spreading both arms wide to ask a question.","Traditional Vietnamese painting style, De Thich appearing in a cloud of smoke inside the house, looking surprised and spreading his arms to ask 'Where is Truong Ba?', professional artwork.",De Thich,Appearing,In the house
12,38,"Vợ Trương Ba sụt sùi: - Nhà tôi chết đã gần một tháng nay rồi! Đế Thích bực tức: - Chết nỗi! Sao lúc mới tắt thở không gọi ta xuống liền, để đến bây giờ còn làm thế nào được nữa.","The wife covered her face with her hands, crying. The Deity stomped his foot on the floor, shaking his head rapidly, looking agitated.","Traditional Vietnamese painting style, the wife crying with hands on her face, De Thich looking frustrated and stomping his foot, emotional interaction, masterpiece quality.",De Thich,Reacting,To the news
13,38,"Suy nghĩ một lúc, Đế Thích lại hỏi thêm: - Trong xóm hiện nay có ai mới chết hôm qua? - Dạ có... Thần Đế Thích bảo chị ta dẫn mình đến nhà người hàng thịt rồi bảo nhỏ với chị: - Ta sẽ kiếm cách làm chồng chị sống lại - Nói xong thần hóa phép rồi trở về trời.","The Deity pointed a finger asking a question. The wife pointed towards the village. The Deity waved his staff, creating a magical light, then flew up to the sky.","Traditional Vietnamese painting style, De Thich waving a staff with magical light effects, the wife pointing toward the village, night scene, 8k resolution.",De Thich,Casting a spell,Before leaving
14,38,"Lúc đó, trong nhà người hàng thịt, mọi người đang xúm quanh linh sàng khóc lóc kể lể, tự nhiên thấy người chết ngồi nhổm dậy.","Inside the butcher's house, a large, muscular man lay dead on a bed surrounded by crying relatives. The large man sat up straight abruptly, opening his eyes wide.","Traditional Vietnamese painting style, inside a butcher's house, a large muscular corpse suddenly sitting up on the bed, relatives around looking shocked and terrified, professional artwork.",The butcher,Resurrecting,Suddenly
15,38,"Anh ta ném tất cả mọi đồ khâm liệm rồi chẳng nói chẳng rằng đi thẳng một mạch về nhà Trương Ba. Vợ Trương Ba thấy người hàng thịt biết là thần Đế Thích đã làm cho chồng mình sống lại, mừng rỡ đón vào ngay.","The large man threw off the white burial cloth. He walked out of the door, heading straight to Truong Ba's house. Truong Ba's wife opened the gate, smiling broadly, grabbing his hand to pull him inside.","Traditional Vietnamese painting style, a large man walking into Truong Ba's yard, Truong Ba's wife welcoming him with a smile and open arms, sunlight and hope, masterpiece quality.",Truong Ba's wife,Welcoming,The butcher body
16,38,"Giữa lúc đó thì vợ con người hàng thịt cũng chạy theo níu lấy chồng. Nhưng không những họ bị vợ Trương Ba giằng lại, mà ngay chính chồng họ cũng nhất định không chịu về. Đôi bên cãi cọ nhau, cuối cùng biến thành một cuộc ẩu đả rất kịch liệt. Xóm làng không biết phân xử ra sao đành đem việc đó đến quan.","In the yard, the large man stood. A woman in a butcher's apron pulled his left arm. Truong Ba's wife pulled his right arm. The large man pushed the butcher's wife away. Villagers gathered around, pointing at the chaotic scene.","Traditional Vietnamese painting style, a tug-of-war scene over a large man between two women, villagers watching in confusion, chaotic and dynamic, 8k resolution.",Two wives,Fighting,Over the husband
